scenario,leg,periods,first_period,last_period,twr_annualized,volatility,sharpe,downside_deviation,sortino,max_drawdown,max_dd_peak,max_dd_trough,max_dd_recovery,underwater_days,family
top10_ew_trailing_stop_25,combined,237,2006-04-30,2025-12-31,0.1066658062302878,0.1431281903190605,0.6727003746708122,0.095632408822236,1.0069272405820626,-0.5159085814891995,2007-10-09,2009-03-09,2012-03-26,1630,top10_ew
top10_ew_buy_the_dip_25_50,stock,237,2006-04-30,2025-12-31,0.1120782147347068,0.1575281464545936,0.6574499445164913,0.1064297146560814,0.9723626067662056,-0.6193886177534045,2007-10-09,2009-03-05,2013-10-21,2204,top10_ew
top10_ew_buy_the_dip_25_50,index,237,2006-04-30,2025-12-31,0.109147561845746,0.1518141469688163,0.6578241554755643,0.1022378928044859,0.9768963959479914,-0.5525024106682104,2007-10-09,2009-03-09,2012-04-02,1637,top10_ew
top10_ew_buy_the_dip_25_50,combined,237,2006-04-30,2025-12-31,0.1121110325578123,0.1529620401801593,0.672208818749254,0.1029595190247773,0.9981283910123604,-0.592718038528532,2007-10-09,2009-03-09,2013-04-02,2002,top10_ew
top1_baseline_hold_from_2006,stock,237,2006-04-30,2025-12-31,0.1354687539403873,0.1936141795698786,0.6742210060240588,0.1159334126561263,1.1251324636817752,-0.3729865505496267,2008-05-20,2010-07-02,2012-01-20,1340,top10_ew
top1_baseline_hold_from_2006,index,237,2006-04-30,2025-12-31,0.109147561845746,0.1518141469688163,0.6578241554755643,0.1022378928044859,0.9768963959479914,-0.5525024106682104,2007-10-09,2009-03-09,2012-04-02,1637,top10_ew
top1_baseline_hold_from_2006,combined,237,2006-04-30,2025-12-31,0.123903644933232,0.1585048460842791,0.7202477875111303,0.0996966676728975,1.1445330071153148,-0.4293788759499233,2007-10-15,2009-03-05,2012-02-21,1590,top10_ew
top1_trailing_stop_25_from_2006,stock,237,2006-04-30,2025-12-31,0.1128854984714311,0.1547756296959163,0.6707294008820162,0.0985100181925206,1.0517700797833032,-0.3504745786774789,2020-02-19,2020-03-23,2020-08-12,175,top10_ew
top1_trailing_stop_25_from_2006,index,237,2006-04-30,2025-12-31,0.109147561845746,0.1518141469688163,0.6578241554755643,0.1022378928044859,0.9768963959479914,-0.5525024106682104,2007-10-09,2009-03-09,2012-04-02,1637,top10_ew
top1_trailing_stop_25_from_2006,combined,237,2006-04-30,2025-12-31,0.1121132162490201,0.1455381755615861,0.698611197626582,0.0950916757975583,1.0680592430137037,-0.4293788759499233,2007-10-15,2009-03-05,2012-02-21,1590,top10_ew
top1_buy_the_dip_25_50_from_2006,stock,237,2006-04-30,2025-12-31,0.1372506253459298,0.1874313358594244,0.6986601604666672,0.1122909529271456,1.1655211295154473,-0.3729865505496267,2008-05-20,2010-07-02,2012-01-20,1340,top10_ew
top1_buy_the_dip_25_50_from_2006,index,237,2006-04-30,2025-12-31,0.109147561845746,0.1518141469688163,0.6578241554755643,0.1022378928044859,0.9768963959479914,-0.5525024106682104,2007-10-09,2009-03-09,2012-04-02,1637,top10_ew
top1_buy_the_dip_25_50_from_2006,combined,237,2006-04-30,2025-12-31,0.1277451267444926,0.1618813462045118,0.7293894473014185,0.1005501788919268,1.1741319919528406,-0.4293788759499233,2007-10-15,2009-03-05,2012-02-21,1590,top10_ew
top1_baseline_hold,stock,612,1975-01-31,2025-12-31,0.102887565934709,0.1621910230433959,0.4298962385506916,0.1027387952886491,0.6783610848239928,-0.5692169995526584,1999-07-16,2002-10-09,2007-07-25,2931,top1_core
top1_baseline_hold,index,612,1975-01-31,2025-12-31,0.1245571008788348,0.1506246382117236,0.5817902271171339,0.1003563461322549,0.8741711611185915,-0.55250241066821,2007-10-09,2009-03-09,2012-04-02,1637,top1_core
top1_baseline_hold,combined,612,1975-01-31,2025-12-31,0.1157096990305628,0.143570953681299,0.547516519299415,0.0939353330068399,0.8373329940421523,-0.4961568164887503,2000-04-07,2002-10-09,2007-01-24,2483,top1_core
top1_trailing_stop_25,stock,612,1975-01-31,2025-12-31,0.1201457686612741,0.1433857015135574,0.5753554628777428,0.0943034887043016,0.8762736595711583,-0.5322591609584393,2007-10-09,2009-03-09,2012-03-26,1630,top1_core
top1_trailing_stop_25,index,612,1975-01-31,2025-12-31,0.1245571008788348,0.1506246382117236,0.5817902271171339,0.1003563461322549,0.8741711611185915,-0.55250241066821,2007-10-09,2009-03-09,2012-04-02,1637,top1_core
top1_trailing_stop_25,combined,612,1975-01-31,2025-12-31,0.1225343448008708,0.1442644795378647,0.5879497441876761,0.0954909897043525,0.8895499276501769,-0.5426770542509585,2007-10-09,2009-03-09,2012-03-26,1630,top1_core
top1_buy_the_dip_25_50,stock,612,1975-01-31,2025-12-31,0.1062333869029954,0.1809259769442289,0.4195460382419496,0.1138371032313703,0.6667276190728921,-0.5778434561084187,1999-07-16,2002-10-09,2008-05-14,3225,top1_core
top1_buy_the_dip_25_50,index,612,1975-01-31,2025-12-31,0.1245571008788348,0.1506246382117236,0.5817902271171339,0.1003563461322549,0.8741711611185915,-0.55250241066821,2007-10-09,2009-03-09,2012-04-02,1637,top1_core
top1_buy_the_dip_25_50,combined,612,1975-01-31,2025-12-31,0.115552931443984,0.1546070699682037,0.5180579525664303,0.0995449925984863,0.8048596809988765,-0.5229917947885904,1999-07-16,2002-10-09,2007-05-16,2861,top1_core
top1_baseline_hold_from_1995,stock,372,1995-01-31,2025-12-31,0.1170644561867961,0.2123930772460368,0.5202239222839505,0.1350823584704545,0.8164728799763051,-0.7637645957641481,2000-08-28,2009-03-05,2018-10-03,6610,top1_core
top1_baseline_hold_from_1995,index,372,1995-01-31,2025-12-31,0.111419939859098,0.1507442604920103,0.624713535776678,0.1019208770364347,0.9233790851761376,-0.5525024106682106,2007-10-09,2009-03-09,2012-04-02,1637,top1_core
top1_baseline_hold_from_1995,combined,372,1995-01-31,2025-12-31,0.1153450380008656,0.1728232607010221,0.5865127276203803,0.1126348073133508,0.8983912111576663,-0.6490273863503766,2000-08-28,2009-03-05,2013-10-18,4799,top1_core
top1_trailing_stop_25_from_1995,stock,372,1995-01-31,2025-12-31,0.1296409264543649,0.1708554874015136,0.6659932196304471,0.1050920397885342,1.0801583456339214,-0.5316851985585687,2007-10-09,2009-03-05,2012-09-07,1795,top1_core
top1_trailing_stop_25_from_1995,index,372,1995-01-31,2025-12-31,0.111419939859098,0.1507442604920103,0.624713535776678,0.1019208770364347,0.9233790851761376,-0.5525024106682106,2007-10-09,2009-03-09,2012-04-02,1637,top1_core
top1_trailing_stop_25_from_1995,combined,372,1995-01-31,2025-12-31,0.1216019506984575,0.1584237575754238,0.6601834170182274,0.1021156495643238,1.0224078682573892,-0.5408281335821349,2007-10-09,2009-03-09,2012-09-06,1794,top1_core
top1_buy_the_dip_25_50_from_1995,stock,372,1995-01-31,2025-12-31,0.1213540664585199,0.2139814797747185,0.5361182355860707,0.1358975173894669,0.8427037760672926,-0.7676297433566477,2000-08-28,2009-03-05,2015-11-11,5553,top1_core
top1_buy_the_dip_25_50_from_1995,index,372,1995-01-31,2025-12-31,0.111419939859098,0.1507442604920103,0.624713535776678,0.1019208770364347,0.9233790851761376,-0.5525024106682106,2007-10-09,2009-03-09,2012-04-02,1637,top1_core
top1_buy_the_dip_25_50_from_1995,combined,372,1995-01-31,2025-12-31,0.1163244351681449,0.1824766694626017,0.5697964630149597,0.1186384824594223,0.8750232426384964,-0.6886510125398098,2000-08-28,2009-03-05,2013-11-06,4818,top1_core
